algoritmo,instancia,vertices,arestas,otimo,resultado,tabu,iteracoes_min,iteracoes_max,iteracoes_s_mud_mel,hc_div,populacao,geracoes,cf_alfa,cf_beta,cf_evaporacao,inicio,fim
tabucol,huck,74,301,0,46,3,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:44:55.307970,2023-02-24 20:44:55.322894
tabucol,huck,74,301,0,44,3,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:44:55.823487,2023-02-24 20:44:55.836720
tabucol,huck,74,301,0,45,3,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:44:56.337311,2023-02-24 20:44:56.351455
tabucol,huck,74,301,0,43,3,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:44:56.852052,2023-02-24 20:44:56.865382
tabucol,huck,74,301,0,47,5,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:44:57.365949,2023-02-24 20:44:57.372977
tabucol,huck,74,301,0,44,5,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:44:57.873563,2023-02-24 20:44:57.888674
tabucol,huck,74,301,0,44,5,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:44:58.389257,2023-02-24 20:44:58.403524
tabucol,huck,74,301,0,40,5,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:44:58.904117,2023-02-24 20:44:58.918238
tabucol,huck,74,301,0,42,7,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:44:59.418825,2023-02-24 20:44:59.432809
tabucol,huck,74,301,0,46,7,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:44:59.933390,2023-02-24 20:44:59.947174
tabucol,huck,74,301,0,35,7,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:45:00.447758,2023-02-24 20:45:00.461599
tabucol,huck,74,301,0,45,7,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:45:00.962185,2023-02-24 20:45:00.975846
tabucol,huck,74,301,0,42,9,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:45:01.476438,2023-02-24 20:45:01.489937
tabucol,huck,74,301,0,45,9,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:45:01.990528,2023-02-24 20:45:02.004140
tabucol,huck,74,301,0,45,9,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:45:02.504734,2023-02-24 20:45:02.518099
tabucol,huck,74,301,0,42,9,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 20:45:03.018691,2023-02-24 20:45:03.032266
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,10,10,0.0,0.0,0.0,2023-02-24 20:45:32.411421,2023-02-24 20:45:32.804382
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,10,15,0.0,0.0,0.0,2023-02-24 20:45:33.304944,2023-02-24 20:45:33.715037
evolucionario,huck,74,301,0,15,0,0,0,0,0.0,10,20,0.0,0.0,0.0,2023-02-24 20:45:34.215607,2023-02-24 20:45:34.609379
evolucionario,huck,74,301,0,15,0,0,0,0,0.0,10,25,0.0,0.0,0.0,2023-02-24 20:45:35.109941,2023-02-24 20:45:35.520821
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,15,10,0.0,0.0,0.0,2023-02-24 20:45:36.021388,2023-02-24 20:45:36.624329
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,15,15,0.0,0.0,0.0,2023-02-24 20:45:37.124896,2023-02-24 20:45:37.697596
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,15,20,0.0,0.0,0.0,2023-02-24 20:45:38.198167,2023-02-24 20:45:38.822851
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,15,25,0.0,0.0,0.0,2023-02-24 20:45:39.323422,2023-02-24 20:45:39.891769
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,20,10,0.0,0.0,0.0,2023-02-24 20:45:40.392339,2023-02-24 20:45:41.172604
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,20,15,0.0,0.0,0.0,2023-02-24 20:45:41.673167,2023-02-24 20:45:42.471942
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,20,20,0.0,0.0,0.0,2023-02-24 20:45:42.972507,2023-02-24 20:45:43.795646
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,20,25,0.0,0.0,0.0,2023-02-24 20:45:44.296218,2023-02-24 20:45:45.095740
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,25,10,0.0,0.0,0.0,2023-02-24 20:45:45.596307,2023-02-24 20:45:46.595720
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,25,15,0.0,0.0,0.0,2023-02-24 20:45:47.096284,2023-02-24 20:45:48.069026
evolucionario,huck,74,301,0,15,0,0,0,0,0.0,25,20,0.0,0.0,0.0,2023-02-24 20:45:48.569600,2023-02-24 20:45:49.577303
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,25,25,0.0,0.0,0.0,2023-02-24 20:45:50.077863,2023-02-24 20:45:51.113574
hill climbing,huck,74,301,0,11,0,0,40,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 20:45:03.532882,2023-02-24 20:45:04.556543
hill climbing,huck,74,301,0,11,0,0,45,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 20:45:05.057122,2023-02-24 20:45:06.315352
hill climbing,huck,74,301,0,11,0,0,50,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 20:45:06.815940,2023-02-24 20:45:07.936532
hill climbing,huck,74,301,0,11,0,0,55,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 20:45:08.437099,2023-02-24 20:45:09.749362
hill climbing,huck,74,301,0,11,0,0,40,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 20:45:10.249926,2023-02-24 20:45:11.576680
hill climbing,huck,74,301,0,11,0,0,45,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 20:45:12.077213,2023-02-24 20:45:14.301658
hill climbing,huck,74,301,0,11,0,0,50,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 20:45:14.802245,2023-02-24 20:45:15.836979
hill climbing,huck,74,301,0,11,0,0,55,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 20:45:16.337550,2023-02-24 20:45:17.555824
hill climbing,huck,74,301,0,11,0,0,40,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 20:45:18.056387,2023-02-24 20:45:19.288689
hill climbing,huck,74,301,0,11,0,0,45,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 20:45:19.789249,2023-02-24 20:45:20.884362
hill climbing,huck,74,301,0,11,0,0,50,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 20:45:21.384924,2023-02-24 20:45:22.739133
hill climbing,huck,74,301,0,11,0,0,55,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 20:45:23.239701,2023-02-24 20:45:24.496678
hill climbing,huck,74,301,0,11,0,0,40,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 20:45:24.997255,2023-02-24 20:45:26.384850
hill climbing,huck,74,301,0,11,0,0,45,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 20:45:26.885412,2023-02-24 20:45:28.283526
hill climbing,huck,74,301,0,11,0,0,50,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 20:45:28.784092,2023-02-24 20:45:30.051969
hill climbing,huck,74,301,0,11,0,0,55,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 20:45:30.552538,2023-02-24 20:45:31.910851
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,10,0,1.0,1.0,0.15,2023-02-24 20:45:51.614162,2023-02-24 20:46:25.692007
colonia formigas,huck,74,301,0,12,0,0,20,0,0.0,10,0,1.0,1.0,0.4,2023-02-24 20:46:26.192577,2023-02-24 20:47:21.569112
colonia formigas,huck,74,301,0,13,0,0,20,0,0.0,10,0,1.0,1.0,0.65,2023-02-24 20:47:22.069681,2023-02-24 20:47:54.060786
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,10,0,1.0,1.0,0.9,2023-02-24 20:47:54.561361,2023-02-24 20:48:28.473755
colonia formigas,huck,74,301,0,13,0,0,20,0,0.0,15,0,1.0,1.0,0.15,2023-02-24 20:48:28.974332,2023-02-24 20:49:18.979744
colonia formigas,huck,74,301,0,12,0,0,20,0,0.0,15,0,1.0,1.0,0.4,2023-02-24 20:49:19.480307,2023-02-24 20:50:10.475840
colonia formigas,huck,74,301,0,13,0,0,20,0,0.0,15,0,1.0,1.0,0.65,2023-02-24 20:50:10.976417,2023-02-24 20:51:01.594398
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,15,0,1.0,1.0,0.9,2023-02-24 20:51:02.094956,2023-02-24 20:51:52.558909
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,20,0,1.0,1.0,0.15,2023-02-24 20:51:53.059481,2023-02-24 20:53:00.509375
colonia formigas,huck,74,301,0,13,0,0,20,0,0.0,20,0,1.0,1.0,0.4,2023-02-24 20:53:01.009937,2023-02-24 20:54:09.206694
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,20,0,1.0,1.0,0.65,2023-02-24 20:54:09.707248,2023-02-24 20:55:18.156384
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,20,0,1.0,1.0,0.9,2023-02-24 20:55:18.656949,2023-02-24 20:56:26.929566
colonia formigas,huck,74,301,0,13,0,0,20,0,0.0,25,0,1.0,1.0,0.15,2023-02-24 20:56:27.430171,2023-02-24 20:57:52.949202
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,25,0,1.0,1.0,0.4,2023-02-24 20:57:53.449768,2023-02-24 20:59:19.844361
colonia formigas,huck,74,301,0,15,0,0,20,0,0.0,25,0,1.0,1.0,0.65,2023-02-24 20:59:20.344927,2023-02-24 21:00:47.616982
colonia formigas,huck,74,301,0,15,0,0,20,0,0.0,25,0,1.0,1.0,0.9,2023-02-24 21:00:48.117543,2023-02-24 21:02:13.397345
tabucol,huck,74,301,0,44,3,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:14.525122,2023-02-24 21:02:14.539528
tabucol,huck,74,301,0,45,3,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:15.039608,2023-02-24 21:02:15.054087
tabucol,huck,74,301,0,46,3,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:15.554657,2023-02-24 21:02:15.568934
tabucol,huck,74,301,0,43,3,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:16.069500,2023-02-24 21:02:16.083830
tabucol,huck,74,301,0,46,5,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:16.584393,2023-02-24 21:02:16.598879
tabucol,huck,74,301,0,42,5,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:17.099445,2023-02-24 21:02:17.113821
tabucol,huck,74,301,0,41,5,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:17.614373,2023-02-24 21:02:17.628627
tabucol,huck,74,301,0,42,5,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:18.129181,2023-02-24 21:02:18.143114
tabucol,huck,74,301,0,43,7,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:18.643672,2023-02-24 21:02:18.658060
tabucol,huck,74,301,0,43,7,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:19.158616,2023-02-24 21:02:19.172656
tabucol,huck,74,301,0,41,7,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:19.673212,2023-02-24 21:02:19.687224
tabucol,huck,74,301,0,44,7,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:20.187781,2023-02-24 21:02:20.201897
tabucol,huck,74,301,0,42,9,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:20.702454,2023-02-24 21:02:20.716699
tabucol,huck,74,301,0,45,9,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:21.217256,2023-02-24 21:02:21.231418
tabucol,huck,74,301,0,45,9,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:21.731603,2023-02-24 21:02:21.745689
tabucol,huck,74,301,0,46,9,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:02:22.246252,2023-02-24 21:02:22.260255
evolucionario,huck,74,301,0,15,0,0,0,0,0.0,10,10,0.0,0.0,0.0,2023-02-24 21:02:49.507379,2023-02-24 21:02:49.878743
evolucionario,huck,74,301,0,16,0,0,0,0,0.0,10,15,0.0,0.0,0.0,2023-02-24 21:02:50.379309,2023-02-24 21:02:50.752282
evolucionario,huck,74,301,0,17,0,0,0,0,0.0,10,20,0.0,0.0,0.0,2023-02-24 21:02:51.252849,2023-02-24 21:02:51.655192
evolucionario,huck,74,301,0,16,0,0,0,0,0.0,10,25,0.0,0.0,0.0,2023-02-24 21:02:52.155717,2023-02-24 21:02:52.548931
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,15,10,0.0,0.0,0.0,2023-02-24 21:02:53.049501,2023-02-24 21:02:53.635986
evolucionario,huck,74,301,0,13,0,0,0,0,0.0,15,15,0.0,0.0,0.0,2023-02-24 21:02:54.136546,2023-02-24 21:02:54.727053
evolucionario,huck,74,301,0,16,0,0,0,0,0.0,15,20,0.0,0.0,0.0,2023-02-24 21:02:55.227616,2023-02-24 21:02:55.856288
evolucionario,huck,74,301,0,16,0,0,0,0,0.0,15,25,0.0,0.0,0.0,2023-02-24 21:02:56.356849,2023-02-24 21:02:56.936492
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,20,10,0.0,0.0,0.0,2023-02-24 21:02:57.437060,2023-02-24 21:02:58.225130
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,20,15,0.0,0.0,0.0,2023-02-24 21:02:58.725691,2023-02-24 21:02:59.532035
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,20,20,0.0,0.0,0.0,2023-02-24 21:03:00.032599,2023-02-24 21:03:00.834870
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,20,25,0.0,0.0,0.0,2023-02-24 21:03:01.335431,2023-02-24 21:03:02.099221
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,25,10,0.0,0.0,0.0,2023-02-24 21:03:02.599603,2023-02-24 21:03:03.562866
evolucionario,huck,74,301,0,13,0,0,0,0,0.0,25,15,0.0,0.0,0.0,2023-02-24 21:03:04.063442,2023-02-24 21:03:05.045610
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,25,20,0.0,0.0,0.0,2023-02-24 21:03:05.546166,2023-02-24 21:03:06.507961
evolucionario,huck,74,301,0,16,0,0,0,0,0.0,25,25,0.0,0.0,0.0,2023-02-24 21:03:07.008524,2023-02-24 21:03:07.986176
hill climbing,huck,74,301,0,11,0,0,40,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 21:02:22.760822,2023-02-24 21:02:23.855335
hill climbing,huck,74,301,0,11,0,0,45,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 21:02:24.355899,2023-02-24 21:02:25.590918
hill climbing,huck,74,301,0,11,0,0,50,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 21:02:26.091481,2023-02-24 21:02:27.150116
hill climbing,huck,74,301,0,11,0,0,55,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 21:02:27.650677,2023-02-24 21:02:28.845508
hill climbing,huck,74,301,0,11,0,0,40,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 21:02:29.346073,2023-02-24 21:02:30.445517
hill climbing,huck,74,301,0,11,0,0,45,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 21:02:30.946079,2023-02-24 21:02:32.081138
hill climbing,huck,74,301,0,11,0,0,50,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 21:02:32.581701,2023-02-24 21:02:33.786218
hill climbing,huck,74,301,0,11,0,0,55,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 21:02:34.286779,2023-02-24 21:02:35.337500
hill climbing,huck,74,301,0,11,0,0,40,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 21:02:35.838065,2023-02-24 21:02:36.982682
hill climbing,huck,74,301,0,11,0,0,45,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 21:02:37.483245,2023-02-24 21:02:38.673078
hill climbing,huck,74,301,0,11,0,0,50,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 21:02:39.173644,2023-02-24 21:02:40.241701
hill climbing,huck,74,301,0,11,0,0,55,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 21:02:40.742264,2023-02-24 21:02:41.804309
hill climbing,huck,74,301,0,11,0,0,40,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 21:02:42.304875,2023-02-24 21:02:43.556502
hill climbing,huck,74,301,0,11,0,0,45,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 21:02:44.057064,2023-02-24 21:02:45.454869
hill climbing,huck,74,301,0,11,0,0,50,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 21:02:45.955434,2023-02-24 21:02:47.163376
hill climbing,huck,74,301,0,11,0,0,55,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 21:02:47.663928,2023-02-24 21:02:49.006812
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,10,0,1.0,1.0,0.15,2023-02-24 21:03:08.486749,2023-02-24 21:03:42.604573
colonia formigas,huck,74,301,0,12,0,0,20,0,0.0,10,0,1.0,1.0,0.4,2023-02-24 21:03:43.105137,2023-02-24 21:04:17.172728
colonia formigas,huck,74,301,0,12,0,0,20,0,0.0,10,0,1.0,1.0,0.65,2023-02-24 21:04:17.673294,2023-02-24 21:04:50.207713
colonia formigas,huck,74,301,0,13,0,0,20,0,0.0,10,0,1.0,1.0,0.9,2023-02-24 21:04:50.708277,2023-02-24 21:05:25.229442
colonia formigas,huck,74,301,0,15,0,0,20,0,0.0,15,0,1.0,1.0,0.15,2023-02-24 21:05:25.730028,2023-02-24 21:06:16.384383
colonia formigas,huck,74,301,0,13,0,0,20,0,0.0,15,0,1.0,1.0,0.4,2023-02-24 21:06:16.884953,2023-02-24 21:07:07.889889
colonia formigas,huck,74,301,0,12,0,0,20,0,0.0,15,0,1.0,1.0,0.65,2023-02-24 21:07:08.390457,2023-02-24 21:07:58.786640
colonia formigas,huck,74,301,0,15,0,0,20,0,0.0,15,0,1.0,1.0,0.9,2023-02-24 21:07:59.287205,2023-02-24 21:08:50.682685
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,20,0,1.0,1.0,0.15,2023-02-24 21:08:51.183282,2023-02-24 21:09:59.108150
colonia formigas,huck,74,301,0,13,0,0,20,0,0.0,20,0,1.0,1.0,0.4,2023-02-24 21:09:59.608713,2023-02-24 21:11:06.197531
colonia formigas,huck,74,301,0,12,0,0,20,0,0.0,20,0,1.0,1.0,0.65,2023-02-24 21:11:06.698096,2023-02-24 21:12:13.738033
colonia formigas,huck,74,301,0,15,0,0,20,0,0.0,20,0,1.0,1.0,0.9,2023-02-24 21:12:14.238612,2023-02-24 21:13:21.787802
colonia formigas,huck,74,301,0,13,0,0,20,0,0.0,25,0,1.0,1.0,0.15,2023-02-24 21:13:22.288379,2023-02-24 21:14:46.932368
colonia formigas,huck,74,301,0,13,0,0,20,0,0.0,25,0,1.0,1.0,0.4,2023-02-24 21:14:47.432933,2023-02-24 21:16:11.421804
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,25,0,1.0,1.0,0.65,2023-02-24 21:16:11.922382,2023-02-24 21:17:35.776694
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,25,0,1.0,1.0,0.9,2023-02-24 21:17:36.277223,2023-02-24 21:19:01.418079
tabucol,huck,74,301,0,37,3,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:02.539199,2023-02-24 21:19:02.553200
tabucol,huck,74,301,0,45,3,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:03.053781,2023-02-24 21:19:03.068183
tabucol,huck,74,301,0,45,3,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:03.568759,2023-02-24 21:19:03.583444
tabucol,huck,74,301,0,44,3,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:04.084012,2023-02-24 21:19:04.100863
tabucol,huck,74,301,0,45,5,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:04.601442,2023-02-24 21:19:04.616136
tabucol,huck,74,301,0,45,5,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:05.116714,2023-02-24 21:19:05.133457
tabucol,huck,74,301,0,43,5,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:05.634038,2023-02-24 21:19:05.649885
tabucol,huck,74,301,0,42,5,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:06.150417,2023-02-24 21:19:06.179285
tabucol,huck,74,301,0,47,7,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:06.679820,2023-02-24 21:19:06.710618
tabucol,huck,74,301,0,40,7,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:07.211148,2023-02-24 21:19:07.240870
tabucol,huck,74,301,0,40,7,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:07.741394,2023-02-24 21:19:07.771142
tabucol,huck,74,301,0,44,7,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:08.271671,2023-02-24 21:19:08.300577
tabucol,huck,74,301,0,44,9,20,50,8,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:08.801104,2023-02-24 21:19:08.835518
tabucol,huck,74,301,0,42,9,20,50,10,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:09.336049,2023-02-24 21:19:09.365840
tabucol,huck,74,301,0,46,9,20,50,12,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:09.866365,2023-02-24 21:19:09.896648
tabucol,huck,74,301,0,41,9,20,50,14,0.0,0,0,0.0,0.0,0.0,2023-02-24 21:19:10.397178,2023-02-24 21:19:10.432012
evolucionario,huck,74,301,0,15,0,0,0,0,0.0,10,10,0.0,0.0,0.0,2023-02-24 21:19:37.427017,2023-02-24 21:19:37.810702
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,10,15,0.0,0.0,0.0,2023-02-24 21:19:38.311267,2023-02-24 21:19:38.683053
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,10,20,0.0,0.0,0.0,2023-02-24 21:19:39.183612,2023-02-24 21:19:39.549707
evolucionario,huck,74,301,0,15,0,0,0,0,0.0,10,25,0.0,0.0,0.0,2023-02-24 21:19:40.050272,2023-02-24 21:19:40.442733
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,15,10,0.0,0.0,0.0,2023-02-24 21:19:40.943304,2023-02-24 21:19:41.536412
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,15,15,0.0,0.0,0.0,2023-02-24 21:19:42.036979,2023-02-24 21:19:42.608486
evolucionario,huck,74,301,0,16,0,0,0,0,0.0,15,20,0.0,0.0,0.0,2023-02-24 21:19:43.109048,2023-02-24 21:19:43.686389
evolucionario,huck,74,301,0,14,0,0,0,0,0.0,15,25,0.0,0.0,0.0,2023-02-24 21:19:44.186951,2023-02-24 21:19:44.784158
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,20,10,0.0,0.0,0.0,2023-02-24 21:19:45.284722,2023-02-24 21:19:46.064543
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,20,15,0.0,0.0,0.0,2023-02-24 21:19:46.565106,2023-02-24 21:19:47.349215
evolucionario,huck,74,301,0,13,0,0,0,0,0.0,20,20,0.0,0.0,0.0,2023-02-24 21:19:47.849778,2023-02-24 21:19:48.634884
evolucionario,huck,74,301,0,13,0,0,0,0,0.0,20,25,0.0,0.0,0.0,2023-02-24 21:19:49.135449,2023-02-24 21:19:49.875179
evolucionario,huck,74,301,0,12,0,0,0,0,0.0,25,10,0.0,0.0,0.0,2023-02-24 21:19:50.375708,2023-02-24 21:19:51.312793
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,25,15,0.0,0.0,0.0,2023-02-24 21:19:51.813352,2023-02-24 21:19:52.767542
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,25,20,0.0,0.0,0.0,2023-02-24 21:19:53.268120,2023-02-24 21:19:54.250165
evolucionario,huck,74,301,0,11,0,0,0,0,0.0,25,25,0.0,0.0,0.0,2023-02-24 21:19:54.750749,2023-02-24 21:19:55.693060
hill climbing,huck,74,301,0,11,0,0,40,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 21:19:10.932555,2023-02-24 21:19:12.237237
hill climbing,huck,74,301,0,11,0,0,45,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 21:19:12.737800,2023-02-24 21:19:13.892465
hill climbing,huck,74,301,0,11,0,0,50,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 21:19:14.393028,2023-02-24 21:19:15.552337
hill climbing,huck,74,301,0,11,0,0,55,10,0.15,0,0,0.0,0.0,0.0,2023-02-24 21:19:16.052900,2023-02-24 21:19:17.156467
hill climbing,huck,74,301,0,11,0,0,40,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 21:19:17.657031,2023-02-24 21:19:18.830113
hill climbing,huck,74,301,0,11,0,0,45,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 21:19:19.330680,2023-02-24 21:19:20.417891
hill climbing,huck,74,301,0,11,0,0,50,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 21:19:20.918470,2023-02-24 21:19:22.049530
hill climbing,huck,74,301,0,11,0,0,55,10,0.4,0,0,0.0,0.0,0.0,2023-02-24 21:19:22.550092,2023-02-24 21:19:23.645880
hill climbing,huck,74,301,0,11,0,0,40,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 21:19:24.146446,2023-02-24 21:19:25.114641
hill climbing,huck,74,301,0,11,0,0,45,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 21:19:25.615205,2023-02-24 21:19:26.762317
hill climbing,huck,74,301,0,11,0,0,50,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 21:19:27.262882,2023-02-24 21:19:28.460074
hill climbing,huck,74,301,0,11,0,0,55,10,0.65,0,0,0.0,0.0,0.0,2023-02-24 21:19:28.960666,2023-02-24 21:19:30.114361
hill climbing,huck,74,301,0,11,0,0,40,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 21:19:30.614925,2023-02-24 21:19:31.757884
hill climbing,huck,74,301,0,11,0,0,45,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 21:19:32.258449,2023-02-24 21:19:33.558449
hill climbing,huck,74,301,0,11,0,0,50,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 21:19:34.059014,2023-02-24 21:19:35.243566
hill climbing,huck,74,301,0,11,0,0,55,10,0.9,0,0,0.0,0.0,0.0,2023-02-24 21:19:35.744133,2023-02-24 21:19:36.926448
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,10,0,1.0,1.0,0.15,2023-02-24 21:19:56.193649,2023-02-24 21:20:29.327121
colonia formigas,huck,74,301,0,15,0,0,20,0,0.0,10,0,1.0,1.0,0.4,2023-02-24 21:20:29.827683,2023-02-24 21:21:04.318032
colonia formigas,huck,74,301,0,14,0,0,20,0,0.0,10,0,1.0,1.0,0.65,2023-02-24 21:21:04.818596,2023-02-24 21:21:39.041038
colonia formigas,huck,74,301,0,15,0,0,20,0,0.0,10,0,1.0,1.0,0.9,2023-02-24 21:21:39.541609,2023-02-24 21:22:12.789607
